0.188613,0.091942,1.016129,0.004168,0.067491,0.037684,0.996999,0.006527,-0.094519,0.075283,0.220791,-0.357174,-0.116313,0.068868,-0.648600,0.293304,-0.039935,-0.012628,-0.171929,0.151452,-0.596635,0.710321,0.168452,-0.204151,0.254518,0.814463
0.209562,0.088945,1.013026,0.005455,0.069976,0.038893,0.996775,0.006133,-0.091921,0.091086,0.226525,-0.361643,-0.098785,0.059483,-0.652205,0.332327,-0.040566,-0.016952,-0.182616,0.155500,-0.603332,0.728508,0.162513,-0.209783,0.254567,0.810727
0.231905,0.085237,1.011607,0.005764,0.072004,0.040441,0.996567,0.002062,-0.086538,0.104326,0.238783,-0.356933,-0.083661,0.056063,-0.648553,0.356975,-0.012017,-0.020761,-0.193340,0.163548,-0.617449,0.757039,0.159222,-0.210048,0.250022,0.808349
0.255623,0.080913,1.012137,0.005561,0.073442,0.040444,0.996464,-0.004304,-0.079810,0.113701,0.263124,-0.338368,-0.068988,0.056258,-0.636334,0.369503,0.035847,-0.023589,-0.200902,0.174645,-0.636074,0.795653,0.155166,-0.205984,0.243350,0.814366
0.282249,0.076106,1.016913,0.005798,0.074057,0.037725,0.996523,-0.009090,-0.072540,0.123665,0.310244,-0.303369,-0.055151,0.059291,-0.620158,0.397130,0.051471,-0.025786,-0.200596,0.186472,-0.653249,0.842383,0.147424,-0.201064,0.239024,0.832108
0.308718,0.071209,1.021997,0.005049,0.074185,0.032861,0.996690,-0.013127,-0.064914,0.121517,0.365081,-0.247160,-0.042699,0.065535,-0.605365,0.425568,0.027273,-0.028020,-0.189862,0.199583,-0.663846,0.892607,0.134352,-0.194930,0.240241,0.859420
0.335560,0.066173,1.027373,0.003589,0.073866,0.028705,0.996848,-0.012005,-0.054113,0.102498,0.444061,-0.163241,-0.033650,0.074462,-0.579659,0.439063,-0.004209,-0.031458,-0.171226,0.212719,-0.668610,0.942964,0.118099,-0.189165,0.246524,0.889347
0.362093,0.061016,1.031474,0.001508,0.073362,0.027378,0.996928,-0.001351,-0.038560,0.052599,0.567067,-0.062711,-0.029200,0.084737,-0.549569,0.444954,-0.036471,-0.036493,-0.150651,0.226483,-0.672754,0.990439,0.100896,-0.185136,0.255406,0.915153
0.388182,0.056207,1.034082,-0.001030,0.072492,0.029060,0.996945,0.016176,-0.018104,-0.025184,0.728710,0.043444,-0.029602,0.095684,-0.517142,0.447113,-0.068223,-0.042168,-0.129221,0.241004,-0.673648,1.027922,0.083994,-0.186643,0.256202,0.933097
0.414441,0.051835,1.036038,-0.003018,0.071033,0.032320,0.996946,0.033815,0.001217,-0.118120,0.894569,0.154559,-0.034368,0.105597,-0.480702,0.445255,-0.099670,-0.046751,-0.112778,0.262154,-0.694646,1.049734,0.077853,-0.190790,0.264061,0.956956
0.441171,0.048152,1.038198,-0.004228,0.068982,0.035209,0.996987,0.041734,0.014397,-0.207094,1.036507,0.226262,-0.041838,0.113909,-0.440831,0.441027,-0.128970,-0.048306,-0.095625,0.285282,-0.716836,1.049457,0.050121,-0.188104,0.273448,0.985645
0.468571,0.045232,1.040538,-0.004390,0.066172,0.035980,0.997150,0.034790,0.014384,-0.291805,1.143565,0.230616,-0.049762,0.119702,-0.395375,0.431409,-0.156166,-0.045672,-0.073459,0.312431,-0.723394,1.026640,0.035094,-0.189043,0.277523,0.984606
0.496526,0.043093,1.042576,-0.003640,0.062730,0.034866,0.997415,0.027777,0.008376,-0.367334,1.207684,0.182315,-0.058153,0.122627,-0.346262,0.419010,-0.181826,-0.039593,-0.042504,0.334904,-0.703312,0.989396,0.027123,-0.190609,0.273583,0.969387
0.524835,0.041603,1.043731,-0.003453,0.059117,0.032753,0.997708,0.020867,0.001419,-0.438116,1.232630,0.144703,-0.066152,0.125251,-0.298147,0.410478,-0.208136,-0.030616,-0.003564,0.349439,-0.655694,0.946194,0.024177,-0.190160,0.262357,0.946489
0.553419,0.040434,1.043986,-0.003516,0.055723,0.030153,0.997985,0.009521,-0.006667,-0.504539,1.219888,0.102191,-0.073815,0.127401,-0.251205,0.404575,-0.235118,-0.019361,0.037968,0.344348,-0.596639,0.908058,0.025408,-0.188258,0.249117,0.916218
0.582123,0.039394,1.043649,-0.002882,0.053038,0.027476,0.998210,0.000549,-0.014431,-0.562769,1.167849,0.030248,-0.081458,0.127330,-0.203941,0.395299,-0.259864,-0.007125,0.076603,0.343856,-0.528510,0.873367,0.035038,-0.189788,0.252326,0.865935
0.610749,0.038453,1.042898,-0.001967,0.051530,0.024841,0.998361,-0.005033,-0.021348,-0.609414,1.076880,-0.032867,-0.088197,0.125873,-0.156423,0.379253,-0.278173,0.005446,0.109378,0.333591,-0.458322,0.847688,0.034961,-0.195438,0.256220,0.827577
0.639262,0.037632,1.041556,-0.001556,0.051260,0.022294,0.998435,-0.011055,-0.026651,-0.642905,0.947463,-0.073448,-0.093774,0.124749,-0.108659,0.356330,-0.290882,0.018227,0.134290,0.318861,-0.393528,0.832331,0.029814,-0.202261,0.265302,0.797847
0.667691,0.036940,1.039602,-0.001474,0.051962,0.020129,0.998445,-0.014056,-0.030675,-0.662042,0.790276,-0.087666,-0.099233,0.123686,-0.059295,0.325225,-0.298319,0.030624,0.151908,0.298835,-0.338111,0.826511,0.019959,-0.206540,0.263674,0.783018
0.696220,0.036378,1.036996,-0.001801,0.052822,0.018331,0.998434,-0.014607,-0.034375,-0.666335,0.614401,-0.078968,-0.105129,0.122837,-0.007146,0.287810,-0.301196,0.042106,0.162838,0.285760,-0.302157,0.827713,0.011086,-0.212146,0.276300,0.769422
